,,,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75
1,18,14,"(13.503315689001814, 9.867551108714517)","(11.892149010599487, 8.844004367950879)","(9.03457456548278, 6.906481348532542)","(7.303612499028927, 5.718988153482654)","(5.530913183185401, 4.501258151789764)","(5.070715722006367, 4.19547676996211)","(5.0997530236340465, 4.246274802823575)","(5.747179296305844, 4.769658745649953)","(6.148830813247202, 5.136603455888217)","(6.191364853173415, 5.278828901456912)","(13.492547402677156, 9.935574489336124)","(10.880791418758625, 8.118448704232165)","(7.4906228782182405, 5.74357974731062)","(5.4273677003365295, 4.315884776875666)","(5.049803159825558, 4.063530191029189)","(4.599634007193567, 3.766207532780929)","(4.680958860300371, 3.8143411622935535)","(5.0242572999040895, 4.0529729284811005)","(5.4378330120091265, 4.400402906163872)","(5.544314501039807, 4.58558255826606)","(11.735519574087903, 8.790188031978024)","(8.957441196700584, 6.786352834496985)","(5.987007775883632, 4.668684242893838)","(4.895196802012538, 3.9037136768305074)","(4.493907129716346, 3.6339235780224213)","(4.5226304802270665, 3.6603139023250773)","(4.643291925174323, 3.721146710917736)","(4.844529183338627, 3.835533860101239)","(5.287549619804999, 4.149951129327612)","(5.356312390318521, 4.297324775017109)","(8.573082834065103, 6.64616571486285)","(7.480070083834265, 5.796522321793779)","(6.156883367321515, 4.808370307249165)","(5.2081531634285225, 4.140279599330559)","(4.694236196211805, 3.795821044431841)","(4.691886870717562, 3.801318521112581)","(4.925094861553924, 3.9316369609813377)","(5.4268314317683695, 4.2342050055588425)","(5.867993801294605, 4.535232138228447)","(6.309085715185031, 4.883535712551565)","(6.762818453453329, 5.419686463827089)","(6.785251416746183, 5.375545163018841)","(6.457752688616675, 5.082810924267247)","(5.808235583708006, 4.61445497887219)","(5.281842924439561, 4.254308683822411)","(5.127531685799224, 4.142725542993504)","(5.561930642239682, 4.411930873862981)","(6.251566560744376, 4.8328227520237705)","(6.724500503007409, 5.118668076654191)","(6.860455146110235, 5.2320829558874395)","(7.450600557834913, 6.004265760289033)","(7.6153801880937735, 6.086705901867525)","(7.308592635160597, 5.803673513132585)","(6.547157279758038, 5.224136563256738)","(5.967949448817374, 4.791279236677319)","(5.856859651105204, 4.684113538536071)","(6.454714293399005, 5.045324969429638)","(7.201176649457907, 5.4826924374736485)","(7.417928054747942, 5.5680196442476175)","(7.215603208174155, 5.420577166476444)","(9.85434194714757, 7.848238565800223)","(8.73097088151006, 7.01719353823746)","(7.341857036523017, 5.936005347120875)","(6.537413965647462, 5.291065528567465)","(6.027834419508169, 4.856860075044911)","(5.96771145828237, 4.751556991368081)","(6.592458572673907, 5.1008804032895885)","(7.352538943302399, 5.527252395455691)","(7.462463159456871, 5.529279027404027)","(7.193679623929539, 5.328671230598226)","(10.466472426455573, 8.363578782968299)","(8.599228937229379, 6.991254675567942)","(6.8456918756526335, 5.638481038992689)","(5.841585033195223, 4.827637181818092)","(5.442090502623368, 4.449243968891609)","(5.448994750725182, 4.351000228558186)","(6.200354311115798, 4.7791905512147705)","(6.894135359820015, 5.147091696903021)","(7.109417411266579, 5.206779404459396)","(6.962757747837096, 5.0806078515714495)"
1,18,15,"(8.717030318169245, 8.772734295299024)","(10.786551029660613, 10.59897185074625)","(13.006843951389792, 12.590584450366466)","(13.62057004701956, 13.218204256687013)","(12.0438062202196, 11.937008648999523)","(9.098601629289687, 9.296966170712684)","(7.518934788440962, 7.959370849233617)","(6.791724879484122, 7.465839580092156)","(6.672822902936264, 7.578645694848738)","(6.328440303242583, 7.4501791171873055)","(8.995693269906099, 9.078248432516189)","(12.046397677800318, 11.685960726975061)","(15.64940778189899, 14.78283600245247)","(15.480717349268232, 14.68105836568397)","(11.317139976555454, 10.958207741299233)","(7.251872328683842, 7.3040759889446925)","(5.3565444044210855, 5.578669337905757)","(5.301770062736781, 5.615635294870013)","(5.2634897446507924, 5.75208663719616)","(4.9439940778427305, 5.654221947445813)","(10.74777898381368, 10.749856795673827)","(13.662834371777757, 13.150519277176931)","(16.063690745937603, 15.069219383340563)","(14.939522648675418, 14.090069262939851)","(10.013922521124336, 9.674489746033125)","(6.375362134288212, 6.368303482449525)","(4.1877399683506455, 4.356648541568975)","(4.210882634315335, 4.407270823679198)","(4.108717484936632, 4.389412451699768)","(3.968119837965083, 4.426368271055351)","(14.018987149011911, 13.620755913814468)","(14.516529544621642, 13.913711745078306)","(13.756229052452538, 13.116104058142442)","(11.273752754883619, 10.84712089455794)","(9.13232547632083, 8.932925129926373)","(6.511952376180541, 6.53601711722532)","(5.42116590737958, 5.49313984835693)","(5.083332173682545, 5.167005205546457)","(4.767191496865522, 4.953545326400579)","(4.069567482319506, 4.435247033065345)","(12.224243464053867, 11.748053785223012)","(10.869736505120049, 10.512200112464214)","(9.30240743346062, 9.10060061088564)","(8.080540481383421, 8.016473090621787)","(7.126611225580865, 7.161747326726909)","(6.742266310310612, 6.805477000373374)","(6.824742410310864, 6.831668295499588)","(6.825881139949823, 6.791305253041888)","(6.242803836122341, 6.3099306306417144)","(5.248813006653632, 5.538890018119389)","(10.91226075733978, 10.529649251047767)","(9.235661336208224, 9.078136016337254)","(7.9129736543553895, 7.928128096203396)","(7.28648142000367, 7.38583179309305)","(6.998252972707716, 7.133485611311089)","(7.143981098281797, 7.257746014865811)","(8.087690371678248, 8.06862056074115)","(8.999885044692546, 8.837540602742525)","(8.604211206203615, 8.508145042694867)","(7.1353903625543955, 7.295747768515335)","(11.209496923931036, 10.989739061911298)","(9.267630055842544, 9.271952047180623)","(7.797808979622522, 7.949360659846341)","(7.229056350678237, 7.44081047214708)","(6.946445712580502, 7.160592854789621)","(7.152962150127033, 7.32048922395435)","(8.313633833996555, 8.314311145763424)","(9.634953389412125, 9.431173749868595)","(9.443523651747906, 9.247399880055017)","(8.144701120712048, 8.143384872902926)","(10.747973136743788, 10.747729619750745)","(8.930751928761081, 9.107539608956053)","(7.4238249327213985, 7.704838622471899)","(6.557578129729109, 6.8686706559213215)","(6.114267308948191, 6.3982285677342015)","(6.0638263761443305, 6.2710391188967884)","(7.312791996045347, 7.34946605199263)","(8.46370143620805, 8.305466316204612)","(8.566493548558546, 8.344527826028248)","(7.659165192214569, 7.557043865195874)"
1,18,16,"(10.879516790460187, 17.557776524934077)","(9.67825856332556, 15.87961218594889)","(8.804505970828263, 14.63298138947912)","(9.885574351547382, 16.395358435877093)","(9.866871037225218, 16.44524554101757)","(11.29700042533844, 18.89867389603286)","(11.988955364543965, 20.340201500441683)","(11.36278169398897, 19.82883656364108)","(8.81961004118732, 15.996881073589071)","(6.975134505580222, 13.248971207311708)","(10.42258825241893, 16.953916452477447)","(9.823033675921742, 15.969954171898426)","(10.09184546020212, 16.334245683688422)","(11.033794769153502, 17.82143095787902)","(13.68449098701762, 22.033919718123226)","(14.56424942833252, 23.574206072671597)","(15.188765021501835, 24.869930571193944)","(12.074275062650617, 20.264666516154236)","(8.374149952596147, 14.643940119286043)","(5.6482316351506165, 10.36367740618627)","(11.897302832354763, 19.308421386676724)","(11.728274610751953, 18.88096502556599)","(12.397944270107386, 19.76491422061172)","(14.2159465031441, 22.64896588773928)","(15.90433906649391, 25.308728240273243)","(16.91192499695832, 27.074112859269125)","(15.862691669424672, 25.649256410167304)","(10.927559636091848, 18.074254748496227)","(7.3643101256776005, 12.54824860254654)","(4.67196566418092, 8.39482426352128)","(13.922416501661765, 22.343923430489173)","(14.282807406541455, 22.748975980704127)","(14.127712953126919, 22.443357574043205)","(14.392523334417536, 22.982106654690135)","(13.669943767244591, 22.158741555920997)","(12.56390281271687, 20.581020261781248)","(11.265763801224443, 18.550458374531715)","(9.18414414996244, 15.254335796674738)","(6.3658202405635995, 10.866433167274499)","(4.749570276874206, 8.400742332863834)","(12.441590416077409, 19.9287553597922)","(12.207283762685659, 19.474920255046968)","(11.028459960032775, 17.675871703475327)","(9.69680410810897, 15.814052143799206)","(8.276502626372151, 13.797664407708604)","(7.064376105515396, 11.979628295632077)","(6.809064534078664, 11.560825455312372)","(6.8763675998139355, 11.632733243789156)","(6.492723621757725, 11.073941413319687)","(5.343642084670969, 9.363131213271567)","(11.171443643169743, 18.209216020488327)","(10.364504144536642, 16.89127306757838)","(9.28167539414132, 15.21920682446082)","(8.070256163963998, 13.452568542245809)","(6.703706444373275, 11.40409472894853)","(5.681378074863458, 9.815091461218492)","(5.664996930302257, 9.772142349300228)","(6.255040029326317, 10.702845488846833)","(6.493071586793595, 11.138565287041907)","(5.992776468899978, 10.459961591203202)","(11.242998566912187, 18.79552150988112)","(10.083419389277735, 16.90509122908306)","(8.919998311966388, 15.00428169149936)","(7.90725168833866, 13.425651982974147)","(6.571327236868503, 11.257636902629885)","(5.719845826660414, 9.875583608734756)","(5.5342595787329945, 9.549544356207564)","(5.875552606994614, 10.111474854662397)","(6.181122650588482, 10.659722567977749)","(6.2696736920070615, 10.91936407640901)","(11.040764560112516, 18.72977175460361)","(9.882355742178577, 16.844268570988156)","(8.584014438101711, 14.682722112871701)","(7.3338236193148845, 12.59657381368837)","(6.027609307929228, 10.390864721574808)","(4.981191017722357, 8.600306898339145)","(5.007979507757722, 8.628350327238502)","(5.351057102209936, 9.192449406080598)","(5.760565601688363, 9.901520133722514)","(6.045275088373777, 10.45162464706141)"
1,18,17,"(11.389462193119497, 38.75288814327763)","(11.224639444260424, 38.542585861663675)","(10.685297459015468, 37.1209270057767)","(10.380898518551422, 36.550447524086216)","(9.83481959959675, 35.4353934430952)","(10.287842335739427, 37.645977435906694)","(10.644481810187402, 39.731611273997935)","(11.51143184237958, 44.11916319099879)","(13.24572661986573, 52.154479144174424)","(14.386106107567667, 58.033174074729146)","(11.265805859395153, 38.453877481329314)","(10.962559023846124, 37.824906596227606)","(10.769714184423687, 37.50601298898387)","(10.482992170058088, 36.9678134918257)","(11.14095505751714, 39.512879793906976)","(11.353483696968544, 40.857268191781024)","(13.143531729842238, 47.762930200249265)","(15.23109367352098, 56.214693475340006)","(16.086553323235503, 61.08518289135184)","(14.185164055960387, 56.01402829844206)","(11.760500803236527, 40.23375974657624)","(11.386951518253184, 39.371430802986744)","(11.496580376640619, 40.05143223351365)","(12.675897768923095, 44.37240928191655)","(13.368935504209604, 47.06738743736137)","(14.184152116282565, 50.27445563911304)","(15.677518753962318, 55.96193393295133)","(16.313415115950452, 59.04230656026218)","(14.873002125032999, 55.21853228503819)","(12.144688039422132, 46.886200976081646)","(12.364532644722273, 42.2252602877868)","(13.162012902470025, 45.197817649664536)","(14.337667008427067, 49.43281792281467)","(16.084106122608272, 55.709213841540056)","(16.976856402979127, 59.16053491135425)","(16.344515759856403, 57.377126954775186)","(15.290758018783222, 54.181167507056365)","(13.896811170844876, 50.009776879980535)","(11.628206004755667, 42.93298084220641)","(8.957985356976783, 34.281304124057556)","(11.776816550917676, 40.1952490154608)","(13.723865418374585, 46.93875364597701)","(15.008989679617349, 51.45315315545676)","(16.217424187432723, 55.801596601287216)","(15.781670570213429, 54.66474953484336)","(13.544856068464433, 47.34316319982321)","(11.358505340717747, 40.18128863729011)","(9.5453783686775, 34.377764160106885)","(7.788474156938977, 28.799359389436738)","(6.0956503318569455, 23.347614337740726)","(11.823717984221283, 40.589479567748505)","(13.059760441576795, 44.964413242754546)","(13.524640482048198, 46.63918717652977)","(13.824838452181725, 47.72943544339705)","(13.012993510817058, 45.06196746855383)","(11.328180811741504, 39.49126367721518)","(9.745429461867971, 34.429790970753075)","(8.29831502690333, 29.93872058461255)","(6.817732400413231, 25.255275466262916)","(5.364667245729886, 20.507729739730397)","(12.478190992357455, 43.155188484151225)","(12.086057281314007, 42.12050072243977)","(11.681991620758136, 40.8186791185417)","(11.577808166100695, 40.35632269126823)","(10.594002014525275, 36.78974631046767)","(9.360218989186988, 32.59395181994976)","(8.6018765654058, 30.339916839790803)","(8.220377784158375, 29.631566634631287)","(7.460244213087427, 27.537642904905802)","(6.271269966668517, 23.716827952826684)","(11.404966966081982, 39.66133387241131)","(10.853738293472487, 38.12792926619014)","(10.480721084462838, 36.949571859331655)","(10.165054325956865, 35.68412198909115)","(9.155220857369905, 31.874864654376506)","(7.60459851898201, 26.353340385088178)","(7.260845378691408, 25.527360500579384)","(7.420293675238424, 26.593934027849077)","(7.606361964347728, 27.800466123200916)","(7.248199485279698, 26.979046954744494)"
1,18,18,"(13.118248629885006, 181.34979336667683)","(11.131957566927028, 159.243056250543)","(10.150692826165942, 149.6362869612084)","(11.291305337511192, 172.01454253195072)","(15.80819539592022, 250.33897454202335)","(18.17159072621178, 300.4306914852387)","(16.283424018629933, 282.24014467187317)","(13.128488421775897, 241.18338492070745)","(11.97745284219452, 232.02986652965726)","(11.056717047745664, 224.98678892240997)","(15.844185094691314, 215.86994312494892)","(13.740379739139184, 194.49720815194732)","(11.273659594692646, 165.23829745330355)","(12.032746244821176, 182.19874387720958)","(12.456669274829824, 195.6138302487556)","(13.7397588868373, 225.20216253622877)","(14.417707677828734, 245.82022117008881)","(14.160291597086717, 250.9686159379552)","(12.381375230589478, 231.26959905941771)","(10.390083428096137, 204.5515634557237)","(16.536789210962546, 223.6562264107728)","(15.223303663304328, 213.81794496625304)","(13.176950678703223, 191.62182672613102)","(13.05189340905686, 195.600139571898)","(12.877017017293232, 200.09720290605372)","(13.072353710256401, 211.1916315672635)","(13.323094730796956, 223.18528317042436)","(13.260531500834349, 229.69149985787305)","(11.658233129471187, 210.411304128086)","(9.436995278470835, 179.26256711681066)","(13.739703677354884, 186.3630078040365)","(14.32838222280152, 199.8805987056026)","(14.882323566792218, 213.2082870645389)","(14.854116396389552, 219.17392309310725)","(14.611497901118971, 222.5044678507658)","(13.198018138765068, 208.5616256537668)","(12.774576999543353, 209.2873710467598)","(11.839216964323263, 200.7124331851199)","(10.231439921149212, 180.55193722631003)","(8.3018846391676, 153.7992545302511)","(10.126544332144661, 137.86655666477552)","(10.99186159660849, 152.90216216395856)","(12.159751760388449, 172.80993109050368)","(12.774713588008607, 186.2807109811198)","(12.272704275001237, 184.28579843419337)","(11.38340613568673, 176.1988271517634)","(10.798844565780142, 173.37675118595257)","(9.953797787793242, 165.55354486082896)","(8.778561579010564, 152.06760206196338)","(7.2690828938689105, 132.00033814973457)","(8.860422476973573, 120.65306324816102)","(8.543940162764907, 119.3028578859898)","(9.090336175179836, 129.68089733878577)","(9.949320786682659, 144.9623401355243)","(10.197601643765486, 151.84141053887703)","(9.86799151639151, 150.50353649445591)","(9.44942062104133, 148.81710914984183)","(9.111384538729398, 149.33269253185628)","(8.590725497665169, 146.67957819301108)","(7.6525604482973515, 136.39904535281156)","(9.413025974335397, 127.07168324579455)","(8.026583820930181, 112.27967642840163)","(7.709227823099718, 110.84385084191304)","(8.80087038522475, 128.58297430435465)","(9.57539998176616, 141.4966736546049)","(9.390496752637205, 141.22398207638696)","(8.699800514076902, 134.2627549972649)","(8.374089344524599, 135.3400847182052)","(8.724085555510518, 146.8579411561911)","(8.79606877704507, 153.6655823876468)","(9.771889100904668, 130.41202323170776)","(8.11871429146888, 112.78624156261677)","(7.566965237869728, 108.36818268289721)","(8.446137225237837, 122.91661310722236)","(9.588160495690033, 140.4341621031207)","(9.792293129644817, 144.29602336897435)","(8.880011899791048, 134.4607057799093)","(8.171399886121458, 129.1942364021595)","(8.555915345418342, 140.97617829494524)","(9.547913027312283, 162.83323214346203)"
1,18,19,"(10.612813415641229, 126466.29377878146)","(11.91153533707896, 283896.5873923485)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(12.648821917775482, 106498.82422131783)","(6.412593817195648, 115605.35115534763)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(13.851825785186836, 86946.61182625208)","(9.990607901969476, 115148.23536639637)","(11.219774292760137, 276792.44575054443)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(20.55633256719388, 102487.78874561859)","(10.672290515549353, 92630.78984535826)","(14.52420095548943, 249066.70584366904)","(7.36096615819511, 304444.24657110387)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(15.163421460592412, 61792.30864638343)","(13.852654001199216, 94550.73347461066)","(15.966393014280701, 188662.53536409698)","(8.121147646377507, 211480.133699872)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(15.463968947915957, 53153.80572612765)","(14.251031120974183, 74209.9196907387)","(17.14035081317443, 148770.66793493243)","(9.083410040638844, 141919.24988207454)","(8.791007411715897, 363589.8135830353)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(16.21546024472681, 46425.772426393814)","(15.51039195424065, 65880.27170290059)","(13.611423956416282, 91134.3692515772)","(9.783555456606372, 117581.06762895509)","(5.70673515025352, 151411.28195299266)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(14.40509873044663, 35586.990656613125)","(14.185074957682733, 49361.51123860937)","(10.59515032641016, 55584.3710666188)","(9.28280233060447, 81577.93906716922)","(9.698352316981518, 170469.15843888995)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,18,20,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,18,21,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,18,22,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,18,23,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,19,0,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,19,1,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,19,2,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
