Results_Name,VSPAERO_History
Results_Timestamp,1718640893
Results_Date,6,17,2024
Results_Time,12,14,53
Alpha,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
AnalysisMethod,0
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,1.068009404700000047e-02,1.047389677700000070e-02,1.061316606900000042e-02,1.071804457100000024e-02,1.081660293900000083e-02
CDo,1.492922477800000085e-02,1.490152077600000007e-02,1.491462982499999930e-02,1.492947586700000065e-02,1.494022793099999968e-02
CDt,1.190717982899999923e-02,1.098600164600000047e-02,1.063724849599999994e-02,1.040567157500000076e-02,1.065913636200000077e-02
CDtot,2.560931882500000131e-02,2.537541755300000076e-02,2.552779589400000146e-02,2.564752043800000089e-02,2.575683087000000052e-02
CDtott,2.683640460700000008e-02,2.588752242299999923e-02,2.555187832100000098e-02,2.533514744200000141e-02,2.559936429200000002e-02
CFx,1.360749782900000024e-02,1.345523991100000018e-02,1.350582963400000051e-02,1.353264318900000013e-02,1.357389967299999986e-02
CFxi,-1.341563428000000068e-03,-1.465734771999999955e-03,-1.428287878000000051e-03,-1.416360193000000068e-03,-1.385908985999999895e-03
CFxo,1.494906125600000031e-02,1.492097468300000035e-02,1.493411751199999991e-02,1.494900338199999998e-02,1.495980865900000019e-02
CFy,-5.404661700000000513e-04,-1.286662100000000056e-05,4.019083000000000361e-06,-3.007268699999999866e-05,-2.298515999999999865e-05
CFyi,-5.453604430000000150e-04,-1.314722899999999941e-05,4.134292000000000159e-06,-2.973497600000000009e-05,-2.155676099999999999e-05
CFyo,4.894273000000000193e-06,2.806080000000000203e-07,-1.152089999999999962e-07,-3.377119999999999737e-07,-1.428397999999999898e-06
CFz,4.586662969520000077e-01,4.555454011250000268e-01,4.594345463430000165e-01,4.629842411680000214e-01,4.655845475070000128e-01
CFzi,4.592283872440000025e-01,4.560932442499999739e-01,4.599835078860000093e-01,4.635345293309999781e-01,4.661367270410000097e-01
CFzo,-5.620902920000000330e-04,-5.478431250000000488e-04,-5.489615430000000440e-04,-5.502881630000000133e-04,-5.521795340000000074e-04
CL,4.581529207009999993e-01,4.550370799740000027e-01,4.589235681939999867e-01,4.624713447309999892e-01,4.650696800399999886e-01
CLi,4.591061391819999948e-01,4.559753209499999849e-01,4.598632712440000048e-01,4.634127636129999894e-01,4.660132724950000194e-01
CLo,-9.532184809999999552e-04,-9.382409760000000190e-04,-9.397030499999999746e-04,-9.414188820000000176e-04,-9.435924539999999625e-04
CMx,9.105564579999999870e-04,-9.565441499999999785e-05,3.915157699999999671e-05,-1.717228050000000022e-04,3.313911299999999809e-05
CMxi,9.147882470000000266e-04,-9.588607499999999488e-05,3.913420299999999697e-05,-1.715906449999999998e-04,3.284083099999999714e-05
CMxo,-4.231788999999999778e-06,2.316589999999999967e-07,1.737400000000000059e-08,-1.321599999999999870e-07,2.982819999999999971e-07
CMy,-2.070300011129999895e-01,-2.052208350770000078e-01,-2.091623662219999902e-01,-2.128772412430000038e-01,-2.150626413660000069e-01
