,total_abs_front
2019-01-06 06:00:00-06:00,40.63751381865977
2019-01-06 07:00:00-06:00,40.62048239050787
2019-01-06 08:00:00-06:00,29.97472620297497
2019-01-06 09:00:00-06:00,15.833959409307322
2019-01-06 10:00:00-06:00,4.718548282664429
2019-01-06 11:00:00-06:00,-2.3841471415564683
2019-01-06 12:00:00-06:00,-5.125889254654204
2019-01-06 13:00:00-06:00,-3.4003936221533095
2019-01-06 14:00:00-06:00,2.7271363671477644
2019-01-06 15:00:00-06:00,12.978275584344775
2019-01-06 16:00:00-06:00,26.600062828719558
2019-01-06 17:00:00-06:00,39.84359590436389
2019-01-06 18:00:00-06:00,40.63751381865977
2019-01-06 19:00:00-06:00,40.63751381865977
2019-01-06 20:00:00-06:00,40.63751381865977
2019-01-06 21:00:00-06:00,40.63751381865977
2019-01-06 22:00:00-06:00,40.63751381865977
2019-01-06 23:00:00-06:00,40.63751381865977
2019-01-07 00:00:00-06:00,40.63751381865977
2019-01-07 01:00:00-06:00,40.63751381865977
2019-01-07 02:00:00-06:00,40.63751381865977
2019-01-07 03:00:00-06:00,40.63751381865977
2019-01-07 04:00:00-06:00,40.63751381865977
2019-01-07 05:00:00-06:00,40.63751381865977
2019-01-07 06:00:00-06:00,40.63751381865977
2019-01-07 07:00:00-06:00,40.6215065739909
2019-01-07 08:00:00-06:00,29.978355628488945
2019-01-07 09:00:00-06:00,15.805346808028045
2019-01-07 10:00:00-06:00,4.654660860961052
2019-01-07 11:00:00-06:00,-2.483360056935588
2019-01-07 12:00:00-06:00,-5.259188812659325
2019-01-07 13:00:00-06:00,-3.5654784801680606
2019-01-07 14:00:00-06:00,2.534023109770878
2019-01-07 15:00:00-06:00,12.763793500968283
2019-01-07 16:00:00-06:00,26.380831637003546
2019-01-07 17:00:00-06:00,39.74797107121248
2019-01-07 18:00:00-06:00,40.63751381865977
2019-01-07 19:00:00-06:00,40.63751381865977
2019-01-07 20:00:00-06:00,40.63751381865977
2019-01-07 21:00:00-06:00,40.63751381865977
2019-01-07 22:00:00-06:00,40.63751381865977
2019-01-07 23:00:00-06:00,40.63751381865977
2019-01-08 00:00:00-06:00,40.63751381865977
2019-01-08 01:00:00-06:00,40.63751381865977
2019-01-08 02:00:00-06:00,40.63751381865977
2019-01-08 03:00:00-06:00,40.63751381865977
2019-01-08 04:00:00-06:00,40.63751381865977
2019-01-08 05:00:00-06:00,40.63751381865977
2019-01-08 06:00:00-06:00,40.63751381865977
2019-01-08 07:00:00-06:00,40.6222454589392
2019-01-08 08:00:00-06:00,29.974259102235195
2019-01-08 09:00:00-06:00,15.76843543991599
2019-01-08 10:00:00-06:00,4.582660610330372
2019-01-08 11:00:00-06:00,-2.5902644272842466
2019-01-08 12:00:00-06:00,-5.399635163426439
2019-01-08 13:00:00-06:00,-3.7370885249905754
2019-01-08 14:00:00-06:00,2.3350581288199734
2019-01-08 15:00:00-06:00,12.544161167682358
2019-01-08 16:00:00-06:00,26.15705933666483
2019-01-08 17:00:00-06:00,39.644877180563704
2019-01-08 18:00:00-06:00,40.63751381865977
2019-01-08 19:00:00-06:00,40.63751381865977
2019-01-08 20:00:00-06:00,40.63751381865977
2019-01-08 21:00:00-06:00,40.63751381865977
2019-01-08 22:00:00-06:00,40.63751381865977
2019-01-08 23:00:00-06:00,40.63751381865977
2019-01-09 00:00:00-06:00,40.63751381865977
2019-01-09 01:00:00-06:00,40.63751381865977
2019-01-09 02:00:00-06:00,40.63751381865977
2019-01-09 03:00:00-06:00,40.63751381865977
2019-01-09 04:00:00-06:00,40.63751381865977
2019-01-09 05:00:00-06:00,40.63751381865977
2019-01-09 06:00:00-06:00,40.63751381865977
2019-01-09 07:00:00-06:00,40.62271922834403
2019-01-09 08:00:00-06:00,29.962386003793455
2019-01-09 09:00:00-06:00,15.723211247297218
2019-01-09 10:00:00-06:00,4.502577218191952
2019-01-09 11:00:00-06:00,-2.7047881865714842
2019-01-09 12:00:00-06:00,-5.5471174379924975
2019-01-09 13:00:00-06:00,-3.9150791892083845
2019-01-09 14:00:00-06:00,2.1304127552500347
2019-01-09 15:00:00-06:00,12.31956621259954
2019-01-09 16:00:00-06:00,25.928927712373664
2019-01-09 17:00:00-06:00,39.534226837454675
2019-01-09 18:00:00-06:00,40.63751381865977
2019-01-09 19:00:00-06:00,40.63751381865977
2019-01-09 20:00:00-06:00,40.63751381865977
2019-01-09 21:00:00-06:00,40.63751381865977
2019-01-09 22:00:00-06:00,40.63751381865977
2019-01-09 23:00:00-06:00,40.63751381865977
2019-01-10 00:00:00-06:00,40.63751381865977
2019-01-10 01:00:00-06:00,40.63751381865977
2019-01-10 02:00:00-06:00,40.63751381865977
2019-01-10 03:00:00-06:00,40.63751381865977
2019-01-10 04:00:00-06:00,40.63751381865977
2019-01-10 05:00:00-06:00,40.63751381865977
2019-01-10 06:00:00-06:00,40.63751381865977
2019-01-10 07:00:00-06:00,40.62294025303385
2019-01-10 08:00:00-06:00,29.94269074270631
2019-01-10 09:00:00-06:00,15.669668000019378
2019-01-10 10:00:00-06:00,4.414448125311225
2019-01-10 11:00:00-06:00,-2.8268522742393145
2019-01-10 12:00:00-06:00,-5.701518878980288
2019-01-10 13:00:00-06:00,-4.099301335727311
2019-01-10 14:00:00-06:00,1.9202614701121732
2019-01-10 15:00:00-06:00,12.090198108468606
2019-01-10 16:00:00-06:00,25.696620366001426
2019-01-10 17:00:00-06:00,39.415971469541546
2019-01-10 18:00:00-06:00,40.63751381865977
2019-01-10 19:00:00-06:00,40.63751381865977
2019-01-10 20:00:00-06:00,40.63751381865977
2019-01-10 21:00:00-06:00,40.63751381865977
2019-01-10 22:00:00-06:00,40.63751381865977
2019-01-10 23:00:00-06:00,40.63751381865977
2019-01-11 00:00:00-06:00,40.63751381865977
2019-01-11 01:00:00-06:00,40.63751381865977
2019-01-11 02:00:00-06:00,40.63751381865977
2019-01-11 03:00:00-06:00,40.63751381865977
2019-01-11 04:00:00-06:00,40.63751381865977
2019-01-11 05:00:00-06:00,40.63751381865977
2019-01-11 06:00:00-06:00,40.63751381865977
2019-01-11 07:00:00-06:00,40.622913308669304
2019-01-11 08:00:00-06:00,29.915133084531202
2019-01-11 09:00:00-06:00,15.607807618483854
2019-01-11 10:00:00-06:00,4.318318781374735
2019-01-11 11:00:00-06:00,-2.9563704558963835
2019-01-11 12:00:00-06:00,-5.862716738339429
2019-01-11 13:00:00-06:00,-4.289601230960123
2019-01-11 14:00:00-06:00,1.7047818647148247
2019-01-11 15:00:00-06:00,11.856248071449919
2019-01-11 16:00:00-06:00,25.46032251648444
2019-01-11 17:00:00-06:00,39.29009973839254
2019-01-11 18:00:00-06:00,40.63751381865977
2019-01-11 19:00:00-06:00,40.63751381865977
2019-01-11 20:00:00-06:00,40.63751381865977
2019-01-11 21:00:00-06:00,40.63751381865977
2019-01-11 22:00:00-06:00,40.63751381865977
2019-01-11 23:00:00-06:00,40.63751381865977
2019-01-12 00:00:00-06:00,40.63751381865977
2019-01-12 01:00:00-06:00,40.63751381865977
2019-01-12 02:00:00-06:00,40.63751381865977
2019-01-12 03:00:00-06:00,40.63751381865977
2019-01-12 04:00:00-06:00,40.63751381865977
2019-01-12 05:00:00-06:00,40.63751381865977
2019-01-12 06:00:00-06:00,40.63751381865977
2019-01-12 07:00:00-06:00,40.62263558129776
2019-01-12 08:00:00-06:00,29.87967859631589
2019-01-12 09:00:00-06:00,15.53764057723399
2019-01-12 10:00:00-06:00,4.214242931611821
2019-01-12 11:00:00-06:00,-3.0932491624921923
2019-01-12 12:00:00-06:00,-6.030582245247182
2019-01-12 13:00:00-06:00,-4.485820634255575
2019-01-12 14:00:00-06:00,1.484154434510586
2019-01-12 15:00:00-06:00,11.61790875536255
2019-01-12 16:00:00-06:00,25.220220569866818
2019-01-12 17:00:00-06:00,39.15663532151102
2019-01-12 18:00:00-06:00,40.63751381865977
2019-01-12 19:00:00-06:00,40.63751381865977
2019-01-12 20:00:00-06:00,40.63751381865977
2019-01-12 21:00:00-06:00,40.63751381865977
2019-01-12 22:00:00-06:00,40.63751381865977
2019-01-12 23:00:00-06:00,40.63751381865977
2019-01-13 00:00:00-06:00,40.63751381865977
2019-01-13 01:00:00-06:00,40.63751381865977
2019-01-13 02:00:00-06:00,40.63751381865977
2019-01-13 03:00:00-06:00,40.63751381865977
2019-01-13 04:00:00-06:00,40.63751381865977
2019-01-13 05:00:00-06:00,40.63751381865977
2019-01-13 06:00:00-06:00,40.63751381865977
2019-01-13 07:00:00-06:00,40.62209645164705
2019-01-13 08:00:00-06:00,29.836299213772513
2019-01-13 09:00:00-06:00,15.459186353678398
2019-01-13 10:00:00-06:00,4.102282896693083
2019-01-13 11:00:00-06:00,-3.2373873902570196
2019-01-13 12:00:00-06:00,-6.204980686319793
2019-01-13 13:00:00-06:00,-4.687797054120217
2019-01-13 14:00:00-06:00,1.2585621619149023
2019-01-13 15:00:00-06:00,11.375373687176989
2019-01-13 16:00:00-06:00,24.976501405943893
2019-01-13 17:00:00-06:00,39.015634124834726
2019-01-13 18:00:00-06:00,40.63751381865977
2019-01-13 19:00:00-06:00,40.63751381865977
2019-01-13 20:00:00-06:00,40.63751381865977
2019-01-13 21:00:00-06:00,40.63751381865977
2019-01-13 22:00:00-06:00,40.63751381865977
2019-01-13 23:00:00-06:00,40.63751381865977
2019-01-14 00:00:00-06:00,40.63751381865977
2019-01-14 01:00:00-06:00,40.63751381865977
2019-01-14 02:00:00-06:00,40.63751381865977
2019-01-14 03:00:00-06:00,40.63751381865977
2019-01-14 04:00:00-06:00,40.63751381865977
2019-01-14 05:00:00-06:00,40.63751381865977
2019-01-14 06:00:00-06:00,40.63751381865977
2019-01-14 07:00:00-06:00,40.62127704823287
2019-01-14 08:00:00-06:00,29.78497394325135
2019-01-14 09:00:00-06:00,15.372473948627693
2019-01-14 10:00:00-06:00,3.982509873114928
2019-01-14 11:00:00-06:00,-3.388676634438461
2019-01-14 12:00:00-06:00,-6.385771570206657
2019-01-14 13:00:00-06:00,-4.895364135159923
2019-01-14 14:00:00-06:00,1.028189922614004
2019-01-14 15:00:00-06:00,11.128836490914342
2019-01-14 16:00:00-06:00,24.729351418297984
2019-01-14 17:00:00-06:00,38.86718102627142
2019-01-14 18:00:00-06:00,40.63751381865977
2019-01-14 19:00:00-06:00,40.63751381865977
2019-01-14 20:00:00-06:00,40.63751381865977
2019-01-14 21:00:00-06:00,40.63751381865977
2019-01-14 22:00:00-06:00,40.63751381865977
2019-01-14 23:00:00-06:00,40.63751381865977
2019-01-15 00:00:00-06:00,40.63751381865977
2019-01-15 01:00:00-06:00,40.63751381865977
2019-01-15 02:00:00-06:00,40.63751381865977
2019-01-15 03:00:00-06:00,40.63751381865977
2019-01-15 04:00:00-06:00,40.63751381865977
2019-01-15 05:00:00-06:00,40.63751381865977
2019-01-15 06:00:00-06:00,40.63751381865977
2019-01-15 07:00:00-06:00,40.62014956000786
2019-01-15 08:00:00-06:00,29.725689692213507
2019-01-15 09:00:00-06:00,15.277542493587706
2019-01-15 10:00:00-06:00,3.8550042893938326
2019-01-15 11:00:00-06:00,-3.547000791782544
2019-01-15 12:00:00-06:00,-6.572808788390574
2019-01-15 13:00:00-06:00,-5.108352064000144
2019-01-15 14:00:00-06:00,0.7932238528266495
2019-01-15 15:00:00-06:00,10.878490059108959
2019-01-15 16:00:00-06:00,24.47895549039512
2019-01-15 17:00:00-06:00,38.71138632445026
2019-01-15 18:00:00-06:00,40.63751381865977
2019-01-15 19:00:00-06:00,40.63751381865977
2019-01-15 20:00:00-06:00,40.63751381865977
2019-01-15 21:00:00-06:00,40.63751381865977
2019-01-15 22:00:00-06:00,40.63751381865977
2019-01-15 23:00:00-06:00,40.63751381865977
2019-01-16 00:00:00-06:00,40.63751381865977
2019-01-16 01:00:00-06:00,40.63751381865977
2019-01-16 02:00:00-06:00,40.63751381865977
2019-01-16 03:00:00-06:00,40.63751381865977
2019-01-16 04:00:00-06:00,40.63751381865977
2019-01-16 05:00:00-06:00,40.63751381865977
2019-01-16 06:00:00-06:00,40.63751381865977
2019-01-16 07:00:00-06:00,40.61867629747579
2019-01-16 08:00:00-06:00,29.658442142262164
2019-01-16 09:00:00-06:00,15.174441870538605
2019-01-16 10:00:00-06:00,3.719856177333753
2019-01-16 11:00:00-06:00,-3.712236034757737
2019-01-16 12:00:00-06:00,-6.765940725927713
2019-01-16 13:00:00-06:00,-5.32658790177851
2019-01-16 14:00:00-06:00,0.5538508172811447
2019-01-16 15:00:00-06:00,10.624525844305733
2019-01-16 16:00:00-06:00,24.225496109055033
2019-01-16 17:00:00-06:00,38.5483821478483
2019-01-16 18:00:00-06:00,40.63751381865977
2019-01-16 19:00:00-06:00,40.63751381865977
2019-01-16 20:00:00-06:00,40.63751381865977
2019-01-16 21:00:00-06:00,40.63751381865977
2019-01-16 22:00:00-06:00,40.63751381865977
2019-01-16 23:00:00-06:00,40.63751381865977
2019-01-17 00:00:00-06:00,40.63751381865977
2019-01-17 01:00:00-06:00,40.63751381865977
2019-01-17 02:00:00-06:00,40.63751381865977
2019-01-17 03:00:00-06:00,40.63751381865977
2019-01-17 04:00:00-06:00,40.63751381865977
2019-01-17 05:00:00-06:00,40.63751381865977
2019-01-17 06:00:00-06:00,40.63751381865977
2019-01-17 07:00:00-06:00,40.61680848557099
2019-01-17 08:00:00-06:00,29.583236382890732
2019-01-17 09:00:00-06:00,15.063233088416116
2019-01-17 10:00:00-06:00,3.5771653536546353
2019-01-17 11:00:00-06:00,-3.884250813248258
2019-01-17 12:00:00-06:00,-6.965010425500793
2019-01-17 13:00:00-06:00,-5.549895887744071
2019-01-17 14:00:00-06:00,0.3102579914918593
2019-01-17 15:00:00-06:00,10.367133349903284
2019-01-17 16:00:00-06:00,23.969152731989205
2019-01-17 17:00:00-06:00,38.378319032763194
2019-01-17 18:00:00-06:00,40.63751381865977
2019-01-17 19:00:00-06:00,40.63751381865977
2019-01-17 20:00:00-06:00,40.63751381865977
2019-01-17 21:00:00-06:00,40.63751381865977
2019-01-17 22:00:00-06:00,40.63751381865977
2019-01-17 23:00:00-06:00,40.63751381865977
2019-01-18 00:00:00-06:00,40.63751381865977
2019-01-18 01:00:00-06:00,40.63751381865977
2019-01-18 02:00:00-06:00,40.63751381865977
2019-01-18 03:00:00-06:00,40.63751381865977
2019-01-18 04:00:00-06:00,40.63751381865977
2019-01-18 05:00:00-06:00,40.63751381865977
2019-01-18 06:00:00-06:00,40.63751381865977
2019-01-18 07:00:00-06:00,40.61448476946528
2019-01-18 08:00:00-06:00,29.50008697530434
2019-01-18 09:00:00-06:00,14.94398806426555
2019-01-18 10:00:00-06:00,3.4270410829197715
2019-01-18 11:00:00-06:00,-4.062906264639025
2019-01-18 12:00:00-06:00,-7.1698560407745475
2019-01-18 13:00:00-06:00,-5.778097906330814
2019-01-18 14:00:00-06:00,0.0626324083470422
2019-01-18 15:00:00-06:00,10.106499712968269
2019-01-18 16:00:00-06:00,23.710101359186364
2019-01-18 17:00:00-06:00,38.20136276188642
2019-01-18 18:00:00-06:00,40.63751381865977
2019-01-18 19:00:00-06:00,40.63751381865977
2019-01-18 20:00:00-06:00,40.63751381865977
2019-01-18 21:00:00-06:00,40.63751381865977
2019-01-18 22:00:00-06:00,40.63751381865977
2019-01-18 23:00:00-06:00,40.63751381865977
2019-01-19 00:00:00-06:00,40.63751381865977
2019-01-19 01:00:00-06:00,40.63751381865977
2019-01-19 02:00:00-06:00,40.63751381865977
2019-01-19 03:00:00-06:00,40.63751381865977
2019-01-19 04:00:00-06:00,40.63751381865977
2019-01-19 05:00:00-06:00,40.63751381865977
2019-01-19 06:00:00-06:00,40.63751381865977
2019-01-19 07:00:00-06:00,40.61162941646324
2019-01-19 08:00:00-06:00,29.409017231797627
2019-01-19 09:00:00-06:00,14.816788610381497
2019-01-19 10:00:00-06:00,3.269601025876227
2019-01-19 11:00:00-06:00,-4.2480572275346375
2019-01-19 12:00:00-06:00,-7.380311766274922
2019-01-19 13:00:00-06:00,-6.011014296809243
2019-01-19 14:00:00-06:00,-0.18883970482220747
2019-01-19 15:00:00-06:00,9.842809201328045
2019-01-19 16:00:00-06:00,23.448514140292335
2019-01-19 17:00:00-06:00,38.01977990830829
2019-01-19 18:00:00-06:00,40.63751381865977
2019-01-19 19:00:00-06:00,40.63751381865977
2019-01-19 20:00:00-06:00,40.63751381865977
2019-01-19 21:00:00-06:00,40.63751381865977
2019-01-19 22:00:00-06:00,40.63751381865977
2019-01-19 23:00:00-06:00,40.63751381865977
2019-01-20 00:00:00-06:00,40.63751381865977
2019-01-20 01:00:00-06:00,40.63751381865977
2019-01-20 02:00:00-06:00,40.63751381865977
2019-01-20 03:00:00-06:00,40.63751381865977
2019-01-20 04:00:00-06:00,40.63751381865977
2019-01-20 05:00:00-06:00,40.63751381865977
2019-01-20 06:00:00-06:00,40.63751381865977
2019-01-20 07:00:00-06:00,40.608150210571
2019-01-20 08:00:00-06:00,29.310057841423586
2019-01-20 09:00:00-06:00,14.681724761575865
2019-01-20 10:00:00-06:00,3.104969609014468
2019-01-20 11:00:00-06:00,-4.439553742038498
2019-01-20 12:00:00-06:00,-7.59620915079568
2019-01-20 13:00:00-06:00,-6.248464942988278
2019-01-20 14:00:00-06:00,-0.44397376221880336
2019-01-20 15:00:00-06:00,9.576242640189069
2019-01-20 16:00:00-06:00,23.184558993465178
2019-01-20 17:00:00-06:00,37.8460087807521
2019-01-20 18:00:00-06:00,40.63751381865977
2019-01-20 19:00:00-06:00,40.63751381865977
2019-01-20 20:00:00-06:00,40.63751381865977
2019-01-20 21:00:00-06:00,40.63751381865977
2019-01-20 22:00:00-06:00,40.63751381865977
2019-01-20 23:00:00-06:00,40.63751381865977
2019-01-21 00:00:00-06:00,40.63751381865977
2019-01-21 01:00:00-06:00,40.63751381865977
2019-01-21 02:00:00-06:00,40.63751381865977
2019-01-21 03:00:00-06:00,40.63751381865977
2019-01-21 04:00:00-06:00,40.63751381865977
2019-01-21 05:00:00-06:00,40.63751381865977
2019-01-21 06:00:00-06:00,40.63751381865977
2019-01-21 07:00:00-06:00,40.603936058066346
2019-01-21 08:00:00-06:00,29.203245299311575
2019-01-21 09:00:00-06:00,14.538892937647088
2019-01-21 10:00:00-06:00,2.9332762978025855
2019-01-21 11:00:00-06:00,-4.637242565774045
2019-01-21 12:00:00-06:00,-7.817378355165218
2019-01-21 13:00:00-06:00,-6.4902702380402175
2019-01-21 14:00:00-06:00,-0.702587474255516
2019-01-21 15:00:00-06:00,9.306977068964976
2019-01-21 16:00:00-06:00,22.918399492552606
2019-01-21 17:00:00-06:00,37.667363609943415
2019-01-21 18:00:00-06:00,40.63751381865977
2019-01-21 19:00:00-06:00,40.63751381865977
2019-01-21 20:00:00-06:00,40.63751381865977
2019-01-21 21:00:00-06:00,40.63751381865977
2019-01-21 22:00:00-06:00,40.63751381865977
2019-01-21 23:00:00-06:00,40.63751381865977
2019-01-22 00:00:00-06:00,40.63751381865977
2019-01-22 01:00:00-06:00,40.63751381865977
2019-01-22 02:00:00-06:00,40.63751381865977
2019-01-22 03:00:00-06:00,40.63751381865977
2019-01-22 04:00:00-06:00,40.63751381865977
2019-01-22 05:00:00-06:00,40.63751381865977
2019-01-22 06:00:00-06:00,40.63751381865977
2019-01-22 07:00:00-06:00,40.598854347788034
2019-01-22 08:00:00-06:00,29.088620638968607
2019-01-22 09:00:00-06:00,14.388394531054303
2019-01-22 10:00:00-06:00,2.7546543717661294
2019-01-22 11:00:00-06:00,-4.840968123965347
2019-01-22 12:00:00-06:00,-8.043648782732902
2019-01-22 13:00:00-06:00,-6.736251373793856
2019-01-22 14:00:00-06:00,-0.9645007907323446
2019-01-22 15:00:00-06:00,9.035186124687637
2019-01-22 16:00:00-06:00,22.650195458390833
2019-01-22 17:00:00-06:00,37.484055249400825
2019-01-22 18:00:00-06:00,40.63751381865977
2019-01-22 19:00:00-06:00,40.63751381865977
2019-01-22 20:00:00-06:00,40.63751381865977
2019-01-22 21:00:00-06:00,40.63751381865977
2019-01-22 22:00:00-06:00,40.63751381865977
2019-01-22 23:00:00-06:00,40.63751381865977
2019-01-23 00:00:00-06:00,40.63751381865977
2019-01-23 01:00:00-06:00,40.63751381865977
2019-01-23 02:00:00-06:00,40.63751381865977
2019-01-23 03:00:00-06:00,40.63751381865977
2019-01-23 04:00:00-06:00,40.63751381865977
2019-01-23 05:00:00-06:00,40.63751381865977
2019-01-23 06:00:00-06:00,40.63751381865977
2019-01-23 07:00:00-06:00,40.59250685656289
2019-01-23 08:00:00-06:00,28.96622875831165
2019-01-23 09:00:00-06:00,14.23033521988414
2019-01-23 10:00:00-06:00,2.5692405244091248
2019-01-23 11:00:00-06:00,-5.050572560395757
2019-01-23 12:00:00-06:00,-8.274848754826785
2019-01-23 13:00:00-06:00,-6.986229633781598
2019-01-23 14:00:00-06:00,-1.2295348185772994
2019-01-23 15:00:00-06:00,8.76104145390265
2019-01-23 16:00:00-06:00,22.380104550665784
2019-01-23 17:00:00-06:00,37.29629781879719
2019-01-23 18:00:00-06:00,40.63751381865977
2019-01-23 19:00:00-06:00,40.63751381865977
2019-01-23 20:00:00-06:00,40.63751381865977
2019-01-23 21:00:00-06:00,40.63751381865977
2019-01-23 22:00:00-06:00,40.63751381865977
2019-01-23 23:00:00-06:00,40.63751381865977
2019-01-24 00:00:00-06:00,40.63751381865977
2019-01-24 01:00:00-06:00,40.63751381865977
